"feature_id","mzmed","mzmin","mzmax","rtmed","rtmin","rtmax","npeaks","blank","sample","ms_level"
"FT0240",327.086797390728,327.034199813919,327.218174712919,278.744964599609,145.885314941406,310.862823486328,272,0,161,1
"FT0241",327.217203022431,327.163363159937,327.28987521588,446.650512695312,398.074981689453,582.45999609375,372,0,168,1
"FT0242",328.117605745925,328.064667029552,328.221242219018,270.869201660156,78.9159469604492,327.289794921875,271,1,98,1
"FT0243",328.220286829595,328.167879858199,328.244380514151,420.679382324219,419.039428710938,481.273590087891,253,0,153,1
"FT0244",329.122491525399,329.075957652132,329.233213167263,212.434616088867,175.650833129883,355.561645507812,530,0,166,1
"FT0245",329.086998125941,329.073801542301,329.233670724519,106.989608764648,31.1570644378662,149.57746887207,261,0,167,1
"FT0246",329.23201757926,329.201288656292,329.233727781466,447.292907714844,419.039428710938,526.742980957031,343,0,164,1
"FT0247",331.066497016294,331.02200726649,331.129497350886,73.2838592529297,33.0956344604492,142.149673461914,203,0,151,1
"FT0248",331.130496479309,331.020658170033,331.238472718668,267.550430297852,185.082504272461,324.673828125,414,0,162,1
"FT0249",331.237766319965,331.022167420733,331.249441331372,446.169387817383,368.344604492188,519.674987792969,238,0,148,1
"FT0250",332.124413168059,332.07057747857,332.177505223798,214.467918395996,137.549926757812,220.785797119141,148,0,144,1
"FT0251",333.151954541279,333.018318679632,333.191096140802,251.378555297852,127.456481933594,313.548278808594,403,0,159,1
"FT0252",333.190585076292,333.153566221175,333.214631890713,428.080871582031,412.774230957031,456.128265380859,163,0,146,1
"FT0253",335.133872178448,335.02953005464,335.222940452301,274.963104248047,161.499938964844,311.506286621094,240,0,130,1
"FT0254",336.108348988089,336.107135207705,336.132967158732,252.058486938477,251.462951660156,252.85856628418,165,0,164,1
"FT0255",337.093146342092,337.05570186875,337.205811034686,235.497970581055,108.757125854492,432.279999084473,1016,0,172,1
"FT0256",338.095955084802,338.059051858702,338.144808965142,247.409980773926,165.199569702148,364.145080566406,374,0,153,1
"FT0257",339.071331755204,339.069784475141,339.120525405998,166.035403198242,84.30322265625,225.174209594727,174,0,171,1
"FT0258",339.071426849335,339.070040124409,339.120667021059,283.403991699219,225.84326171875,420.816955566406,169,0,160,1
"FT0259",339.199073113622,339.121300941274,339.211342493693,867.332733154297,812.520874023438,905.179870605469,302,0,136,1
"FT0260",341.088372306059,341.03302387704,341.233312554394,211.956481933594,109.103668212891,300.995999084473,661,0,171,1
"FT0261",341.111382809532,341.086659411238,341.197280120003,377.046325683594,348.333465576172,406.011779785156,249,1,179,1
"FT0262",341.108640635796,341.087689657636,341.132714525229,28.6101684570312,24.498477935791,93.8001708984375,225,0,163,1
"FT0263",341.23227428822,341.140948029144,341.306747508871,491.613922119141,436.814910888672,665.568999084473,330,0,167,1
"FT0264",342.945248317365,342.878418557284,342.968496757061,29.9648513793945,27.2581768035889,36.9505844116211,163,0,139,1
"FT0265",343.138960844029,343.080869755953,343.249054662389,318.589385986328,257.289520263672,433.501373291016,499,0,167,1
"FT0266",343.102663483031,343.081154066582,343.248586819433,184.275375366211,95.793212890625,222.65885925293,246,0,172,1
"FT0267",344.104789080498,344.078300071704,344.252348798778,184.306396484375,109.965400695801,229.675750732422,247,0,167,1
"FT0268",345.153347606731,345.083430930263,345.228090591608,277.009918212891,222.504999084473,336.086364746094,424,0,170,1
"FT0269",345.118122424864,345.080047555039,345.228710344278,161.781219482422,28.591459274292,191.385999084473,315,0,171,1
"FT0270",345.203549757839,345.153831142636,345.205241641523,832.403533935547,782.371276855469,923.66943359375,182,0,180,1
"FT0271",346.12161428675,346.084600886114,346.232928763496,200.949020385742,42.4696197509766,312.086608886719,407,0,172,1
"FT0272",347.092590136691,346.925966467412,347.127877636274,63.2801856994629,29.0304412841797,74.2559967041016,174,0,131,1
"FT0273",347.135285196046,347.096178988914,347.234189392924,302.904632568359,222.504999084473,390.057495117188,418,0,167,1
"FT0274",347.219205560212,347.170868310604,347.220524309496,882.416870117188,787.578247070312,941.3857421875,165,0,163,1
"FT0275",348.128997654344,348.127579638295,348.154306445479,178.3662109375,93.9675140380859,180.536834716797,167,0,167,1
"FT0276",351.047751718535,351.045947908964,351.049800258727,534.997589111328,532.677368164062,536.009338378906,154,1,153,1
"FT0277",351.079053246844,351.0320199861,351.166228154071,158.063850402832,29.648645401001,276.934295654297,178,0,130,1
"FT0278",351.250221154131,351.248393831613,351.252131695534,1003.43054199219,1001.75402832031,1033.4033203125,114,1,113,1
"FT0279",352.102680619409,352.075632339237,352.128232708427,211.086242675781,72.7063751220703,282.224548339844,197,0,172,1
"FT0280",353.087270509914,353.068099114856,353.231750542234,189.901420593262,20.0172462463379,454.65099609375,1358,0,180,1
"FT0281",353.199505706295,353.086802877104,353.232311928447,742.114379882812,725.939758300781,779.046997070312,161,0,143,1
"FT0282",354.090365913893,354.076697098428,354.116540968872,197.552795410156,64.3797912597656,313.155944824219,711,0,172,1
"FT0283",355.099720733563,355.045920994654,355.203679468014,212.411560058594,104.99382019043,280.233947753906,640,0,168,1
"FT0284",356.105344463515,356.049311079857,356.207877097554,263.149841308594,107.904724121094,402.842224121094,506,0,165,1
"FT0285",356.101752502409,356.040494111576,356.106384127353,81.0184059143066,29.1426010131836,98.0770797729492,16,1,5,1
"FT0286",357.082340194628,356.962313415594,357.118304448635,133.139541625977,29.9397563934326,199.071182250977,495,0,167,1
"FT0287",357.113612857926,357.060011855927,357.20340366157,262.817367553711,207.143661499023,320.899719238281,424,0,167,1
"FT0288",357.191542497423,357.190003874156,357.226314592208,420.712646484375,395.399999084473,454.159851074219,176,0,166,1
"FT0289",358.194680605589,358.193036626024,358.230284969274,420.725982666016,417.407348632812,454.159851074219,154,0,151,1
"FT0290",359.096840652919,359.075193075285,359.12511069008,142.814498901367,27.9180526733398,197.237365722656,248,0,156,1
"FT0291",359.124343400092,359.076385745203,359.242981083112,263.009521484375,218.538040161133,356.248779296875,372,0,167,1
"FT0292",359.206345962639,359.075759972773,359.243524669406,447.940780639648,384.723449707031,454.964935302734,182,0,138,1
"FT0293",361.162339085391,361.160539214557,361.222370503946,536.978576660156,472.941925048828,544.951999084473,106,1,101,1
"FT0294",361.186547506447,361.131602110448,361.223506055559,269.469665527344,191.154739379883,324.949157714844,291,0,160,1
"FT0295",362.99661515009,362.897205230544,363.032636840202,41.6993598937988,26.0477294921875,128.680755615234,289,0,170,1
"FT0296",365.180053782909,365.134140321113,365.267717285975,214.091705322266,60.0907745361328,331.119999084473,445,0,172,1
"FT0297",367.102639446521,367.028079480499,367.249150659943,259.80224609375,93.2564086914062,424.548065185547,1430,0,173,1
"FT0298",367.211622089934,367.210405123599,367.214874267578,1087.10455322266,1083.073,1088.78503417969,192,1,188,1
"FT0299",368.105780818973,368.069696211259,368.251849277179,240.938812255859,61.1029281616211,350.597106933594,596,0,172,1
"FT0300",369.118297869777,369.081202925591,369.253180042773,241.274871826172,61.1029281616211,410.066040039062,497,0,173,1
"FT0301",369.22745830553,369.108746928553,369.25498798532,681.299926757812,492.497999084473,776.341613769531,187,0,163,1
"FT0302",371.078990742628,371.060884970685,371.126004918134,80.9422073364258,28.1745834350586,147.53889465332,667,0,170,1
"FT0303",371.097602571645,371.06364631157,371.129486391208,238.297660827637,210.075897216797,307.852966308594,414,0,165,1
"FT0304",372.101126139381,372.064685565574,372.128009633472,238.320281982422,210.248443603516,374.345611572266,297,0,156,1
"FT0305",373.142038688276,373.090383477585,373.212705851075,286.334411621094,44.2631225585938,507.381999084473,643,0,173,1
"FT0306",373.12591699902,373.124411944085,373.185858629279,751.192840576172,688.013366699219,788.718688964844,200,0,137,1
"FT0307",374.187415301292,374.092800459319,374.1904411754,286.776458740234,258.825531005859,305.948913574219,225,0,157,1
"FT0308",375.12592169334,375.067189753887,375.201984664187,182.385894775391,28.3098983764648,268.392456054688,387,0,167,1
"FT0309",377.179969747251,377.061775122117,377.214299709823,256.726440429688,197.912384033203,380.520999084473,433,0,173,1
"FT0310",377.085119662425,377.010788280456,377.187295588816,31.971097946167,25.5380191802979,126.957389831543,299,0,171,1
"FT0311",377.141126346485,377.14012871836,377.271034426904,832.054016113281,779.999572753906,923.66943359375,166,0,164,1
"FT0312",378.087815092324,377.989708306056,378.119933955046,28.9381343307495,25.5380191802979,136.689025878906,190,0,158,1
"FT0313",378.184054110807,378.143347543967,378.211333260681,257.083587646484,242.961212158203,311.299835205078,167,0,165,1
"FT0314",378.143760653439,378.142173329184,378.273863538401,832.054016113281,779.999572753906,923.66943359375,155,0,154,1
"FT0315",379.082189192085,378.907376496094,379.108574127596,30.6128244400024,25.372838973999,132.771011352539,310,0,169,1
"FT0316",379.151193933689,379.044240160365,379.224177939397,257.81623840332,134.12499609375,300.113342285156,258,0,135,1
"FT0317",379.151861446897,379.082267240848,379.24601130062,751.475677490234,686.648681640625,784.559986816406,252,0,154,1
"FT0318",380.097803986365,380.095855725562,380.163267463501,252.061172485352,209.007431030273,253.197250366211,157,0,156,1
"FT0319",381.128436417631,380.904321730242,381.130331875689,56.0871543884277,29.1337871551514,132.880920410156,157,0,144,1
"FT0320",381.17537813451,381.173571021599,381.262316351383,229.852523803711,76.2770309448242,299.642999084473,243,0,172,1
"FT0321",383.048916509908,383.039490187242,383.243530712096,42.8586273193359,31.8735122680664,157.876937866211,304,0,161,1
"FT0322",383.188391175941,383.187349947717,383.189447460377,1003.91195678711,1002.44677734375,1029.77917480469,20,1,19,1
"FT0323",384.935262366313,384.933064141604,384.935950677263,1085.39996337891,1015.17956542969,1135.49047851562,630,1,252,1
"FT0324",385.114409979523,385.050153134301,385.249055800354,231.781265258789,42.1709136962891,319.269287109375,597,0,172,1
"FT0325",385.938046164693,385.935306880908,385.939132222539,1085.09008789062,1083.5712890625,1101.89001464844,325,1,252,1
"FT0326",386.144346095083,386.143079654518,386.262427488835,137.137756347656,57.1255645751953,161.94799609375,194,0,171,1
"FT0327",386.939289179292,386.935638427734,386.94287109375,1084.78009033203,1083.64636230469,1094.47863769531,258,1,235,1
"FT0328",387.112503942993,386.937070167035,387.128075500882,28.5722103118896,21.2780647277832,124.623954772949,595,0,171,1
"FT0329",387.163145525083,387.131888451155,387.249018890894,218.917083740234,28.6300067901611,267.755859375,380,0,166,1
"FT0330",387.940859116145,387.93850110631,388.118962658488,24.5559730529785,23.4418640136719,36.5869407653809,321,0,167,1
"FT0331",388.937702353057,388.936206276275,389.120081458191,24.0659523010254,23.4418640136719,122.224411010742,181,0,166,1
"FT0332",389.938024489626,389.936614461133,389.965560090738,24.0645809173584,23.4418640136719,35.9002990722656,161,0,158,1
"FT0333",390.935276672578,390.933321513872,391.123478649484,24.1789531707764,23.3362941741943,133.180999084473,155,0,152,1
"FT0334",392.079932818729,392.078331279498,392.108409076912,303.814514160156,277.114013671875,425.816528320312,352,0,166,1
"FT0335",392.893568210212,392.886707650136,393.084548505829,25.8819484710693,24.6176490783691,103.59423828125,167,0,137,1
"FT0336",393.175573368509,393.137630207976,393.259277320401,253.401435852051,218.447311401367,420.816955566406,254,0,170,1
"FT0337",394.179017760074,394.177102895128,394.215673770425,253.31022644043,246.566879272461,283.845550537109,147,0,141,1
"FT0338",395.190615012665,395.147907923385,395.21965646159,253.39665222168,72.8200073242188,290.058776855469,390,0,172,1
"FT0339",396.194174020704,396.09262580238,396.196679296021,288.596740722656,184.370986938477,289.984436035156,147,0,142,1
"FT0340",397.113238671009,397.079683501936,397.255603283897,244.739440917969,185.427398681641,330.493713378906,311,0,167,1
"FT0341",397.256395851337,397.160784779833,397.259555251,757.859802246094,734.963439941406,789.969986816406,269,0,165,1
"FT0342",398.128414826174,398.114622460686,398.173864462351,207.548072814941,66.1010894775391,274.622406005859,472,0,172,1
"FT0343",398.260264544102,398.144711905209,398.263103626182,757.561218261719,734.859436035156,773.727844238281,143,0,136,1
"FT0344",399.117765213074,399.090923841211,399.237584346872,196.348876953125,144.650344848633,248.8701171875,325,0,164,1
"FT0345",399.149421867921,399.092850004165,399.201876845101,96.527229309082,47.07470703125,133.153869628906,149,0,138,1
"FT0346",399.273909830444,399.272174015077,399.275395650078,816.147705078125,802.12158203125,919.443542480469,159,0,159,1
"FT0347",399.202002029795,399.136666529227,399.275374098851,401.7177734375,266.740539550781,492.70703125,259,0,150,1
"FT0348",401.138367562403,401.034967178511,401.182496645314,213.390632629395,25.0685367584229,306.970275878906,264,0,151,1
"FT0349",401.181304198921,401.179930560004,401.209795066153,420.746943603516,419.848754882812,454.159851074219,136,0,134,1
"FT0350",402.085339021942,402.083702598337,402.184916426006,207.135795593262,125.706474304199,304.926086425781,176,0,165,1
"FT0351",402.916409848363,402.914327336182,403.118019790924,24.2257995605469,21.2780647277832,129.081008911133,245,0,171,1
"FT0352",403.116794237767,403.065196476465,403.188721081007,265.165023803711,183.276107788086,320.981903076172,564,0,165,1
"FT0353",403.918096235507,403.916211901397,404.105548152196,24.2123432159424,22.1037693023682,122.224411010742,219,0,166,1
"FT0354",405.018673595106,404.913243069138,405.126228821418,32.9260330200195,22.1037693023682,158.751251220703,390,0,168,1
"FT0355",405.175441315261,405.018598838905,405.204701234618,285.99885559082,193.54524230957,421.483520507812,228,0,166,1
"FT0356",405.916152507644,405.913987778186,405.970262898121,24.17626953125,23.4418640136719,35.3616561889648,181,0,162,1
"FT0357",406.178047918358,406.160705805995,406.208608810205,285.829254150391,126.227256774902,401.795013427734,270,0,161,1
"FT0358",406.912596989483,406.909037073969,407.017589985593,24.3903388977051,22.895206451416,27.5519027709961,259,0,158,1
"FT0359",407.171153116006,407.169040558397,407.201721181015,146.274322509766,59.2817993164062,163.380844116211,163,0,163,1
"FT0360",408.174367743306,408.015674291584,408.204720293297,146.242828369141,26.0667877197266,163.380844116211,163,0,158,1
"FT0361",409.205887208073,409.078504490393,409.236206016439,338.327392578125,258.825531005859,341.886383056641,148,0,139,1
"FT0362",410.102145773105,410.100121556323,410.104102774227,613.45654296875,586.257690429688,615.795104980469,179,1,177,1
"FT0363",411.105548955432,411.104127184103,411.239592111711,590.251281738281,561.460510253906,619.349914550781,43,1,42,1
"FT0364",411.150968130902,411.131938641765,411.215021094016,153.602035522461,60.4505615234375,254.567047119141,429,0,164,1
"FT0365",411.20137413647,411.142153970354,411.311661348097,340.788024902344,274.532165527344,438.462219238281,279,0,168,1
"FT0366",412.203987065581,412.168067050372,412.235007286561,340.790985107422,251.399887084961,434.830688476562,231,0,165,1
"FT0367",413.109550420791,413.038321738343,413.253826825789,208.382499694824,49.0339126586914,265.597930908203,388,0,172,1
"FT0368",413.215986595974,413.109638664373,413.217798189865,309.216461181641,279.270202636719,436.154846191406,216,0,136,1
"FT0369",415.195891555419,415.142878188887,415.228001961132,297.101837158203,161.405120849609,430.158020019531,690,0,166,1
"FT0370",416.199015584033,416.159461341567,416.230106430949,296.41699609375,236.980545043945,426.816528320312,372,0,166,1
"FT0371",417.102816411432,417.100545142079,417.109168785687,185.545669555664,67.8053741455078,260.727081298828,169,0,166,1
"FT0372",417.208609019866,417.133479998216,417.243903356425,282.639282226562,152.603439331055,441.916229248047,515,0,173,1
"FT0373",417.203282782483,417.201861771612,417.32015265272,614.214721679688,545.581909179688,681.806986816406,184,0,158,1
"FT0374",418.2144623018,418.149161118228,418.244813753978,282.585662841797,181.834854125977,312.047576904297,231,0,167,1
"FT0375",418.893513034051,418.891791369065,419.131242347735,24.1957550048828,22.1037693023682,143.215881347656,189,0,170,1
"FT0376",419.185089551255,419.181481112953,419.220685234277,692.131988525391,637.096801757812,784.703430175781,254,0,159,1
"FT0377",419.191845945103,419.096213805429,419.228568844924,309.968292236328,174.093490600586,419.816162109375,376,0,152,1
"FT0378",419.191897260021,419.183811230383,419.208661627881,613.330139160156,506.027999084473,624.728759765625,213,0,136,1
"FT0379",419.895148632293,419.892544590468,420.093132434997,24.1798038482666,22.1037693023682,90.6464080810547,153,0,151,1
"FT0380",421.00158890949,420.891223430679,421.129732815395,42.3800010681152,23.0981998443604,142.149673461914,438,0,169,1
"FT0381",421.156752580528,421.134639966241,421.235676233294,225.913543701172,219.343292236328,320.586669921875,237,0,143,1
"FT0382",421.23493774584,421.223914166874,421.236463765559,774.941162109375,731.318481445312,917.896728515625,273,0,187,1
"FT0383",422.004929920785,422.002243241048,422.091999022136,42.4301605224609,31.6612777709961,132.396423339844,139,0,134,1
"FT0384",422.237899195364,422.229224881505,422.23906229288,773.681579589844,763.657531738281,910.057250976562,183,0,158,1
"FT0385",423.026565130492,423.006552522726,423.223208687371,38.3607063293457,27.5649642944336,148.588073730469,480,0,171,1
"FT0386",423.22238712658,423.136514576454,423.253094082574,369.660705566406,309.436676025391,441.746459960938,181,0,166,1
"FT0387",424.225638578206,424.174214941675,424.256602255683,369.757354736328,368.060302734375,404.603515625,188,0,164,1
"FT0388",425.164066473437,425.026548346046,425.217111605995,269.548889160156,126.464660644531,355.530090332031,467,0,166,1
"FT0389",427.180841773316,427.159623933899,427.21187016147,256.760467529297,219.265640258789,407.333618164062,421,0,166,1
"FT0390",428.184129790314,428.0962414454,428.215094097487,230.083923339844,228.542694091797,270.701782226562,192,0,159,1
"FT0391",429.176100485316,429.101641179452,429.247089936496,319.607543945312,251.476913452148,520.534851074219,443,0,166,1
"FT0392",429.105626957824,429.065686934339,429.210704072109,180.76798248291,94.4259796142578,247.287612915039,370,0,172,1
"FT0393",430.178791175488,430.109743978289,430.215883303523,319.269287109375,259.906616210938,428.819763183594,274,0,166,1
"FT0394",431.185044171923,431.138857759567,431.222515910056,320.633911132812,298.774536132812,432.834808349609,343,0,166,1
"FT0395",431.190522682099,431.139264735299,431.222539600053,232.534118652344,63.5080718994141,288.721466064453,901,0,172,1
"FT0396",432.194111247629,432.1544989797,432.225960059239,224.435272216797,67.2411956787109,287.883758544922,515,0,172,1
"FT0397",432.194447803532,432.138228095442,432.232278074494,331.711517333984,298.662841796875,471.920776367188,147,0,139,1
"FT0398",433.206076249857,433.131561659295,433.23805218038,225.53719329834,67.987434387207,417.143157958984,478,0,173,1
"FT0399",434.209234674077,434.133302731578,434.24138570293,225.195877075195,75.5313415527344,269.365753173828,291,0,172,1
"FT0400",434.917473733265,434.916079959888,434.919564045009,1086.09790039062,1083.39501953125,1093.02917480469,185,1,164,1
"FT0401",435.186443495625,435.088652107067,435.24172228957,225.326400756836,129.081008911133,276.029510498047,318,0,162,1
"FT0402",435.221031922743,435.090610320242,435.253931304179,325.720733642578,287.960693359375,431.162994384766,285,0,169,1
"FT0403",438.132622657864,438.130676480104,438.134197054018,216.104736328125,214.456001220703,267.128509521484,163,0,162,1
"FT0404",439.007926310024,438.907009601228,439.109507774075,34.2442474365234,25.9926509857178,129.774353027344,280,0,167,1
"FT0405",439.181244542086,439.132937596667,439.233645165824,253.026977539062,184.617999084473,275.378234863281,215,0,166,1
"FT0406",440.184141982239,440.153021780962,440.245965321033,253.022453308105,80.064208984375,254.798095703125,212,0,168,1
"FT0407",441.195798673102,441.1417583659,441.251562112281,285.705169677734,223.606948852539,337.461212158203,389,0,167,1
"FT0408",441.246312515955,441.186135148187,441.280091999838,421.962966918945,390.469390869141,485.60693359375,556,0,167,1
"FT0409",442.199245336728,442.197467701365,442.251918377263,288.444152832031,226.563999084473,290.13134765625,213,0,164,1
"FT0410",442.250495352644,442.19930765687,442.283380407309,415.854705810547,382.754516601562,452.850738525391,267,0,166,1
"FT0411",443.119383628782,443.115628341893,443.252101667134,223.079177856445,60.8016662597656,280.2626953125,514,0,167,1
"FT0412",443.227593933365,443.119937796328,443.253777419062,416.357818603516,345.804168701172,454.165802001953,305,0,161,1
"FT0413",445.169713802978,445.060120101017,445.242610655868,220.792602539062,27.8735370635986,275.378234863281,297,0,166,1
"FT0414",445.235456495907,445.228293652804,445.241606073724,697.31005859375,677.531372070312,809.297729492188,372,0,166,1
"FT0415",446.238203381164,446.236842476081,446.239373036034,693.569458007812,686.648681640625,731.230986816406,287,0,165,1
"FT0416",447.113183613669,447.110710699775,447.130675451498,140.835006713867,34.6410598754883,251.618560791016,205,0,157,1
"FT0417",447.240277555991,447.132456716748,447.252157702275,690.767517089844,576.068999084473,716.423950195312,334,0,167,1
"FT0418",447.250889459241,447.150368630972,447.252891882994,759.455139160156,741.074951171875,914.263488769531,333,0,166,1
"FT0419",447.152531765003,447.132821775695,447.251611914087,214.75439453125,99.4393768310547,279.270202636719,295,0,171,1
"FT0420",448.2535487236,448.241453935821,448.255267052905,751.508544921875,576.068999084473,793.876403808594,381,0,166,1
"FT0421",449.200464783682,449.139702145889,449.270272341108,283.294464111328,212.584075927734,445.17399609375,567,0,172,1
"FT0422",449.256074002245,449.201738213566,449.257355657119,752.690490722656,749.520935058594,784.559986816406,181,0,164,1
"FT0423",450.204187074617,450.146034649259,450.258892651406,282.882476806641,219.186645507812,418.814300537109,386,0,170,1
"FT0424",451.185496014744,451.042957283382,451.217355331215,275.695571899414,225.526062011719,418.480194091797,248,0,141,1
"FT0425",452.922632853355,452.920697678365,452.923181260873,1084.77673339844,1026.61706542969,1134.05346679688,496,1,252,1
"FT0426",453.221607053906,453.088401055971,453.247831317492,263.826904296875,122.162612915039,274.338226318359,273,0,164,1
"FT0427",453.246545250417,453.168482626638,453.277922477298,381.476837158203,340.168304443359,506.027999084473,211,0,161,1
"FT0428",453.925768930217,453.925032916897,453.926459201793,1085.34204101562,1083.40148925781,1094.17456054688,351,1,252,1
"FT0429",454.926561782621,454.924828590548,454.927776367465,1085.09130859375,1083.43530273438,1096.84155273438,311,1,250,1
"FT0430",455.119253602887,454.926094587766,455.126796589014,273.587005615234,272.558166503906,445.80712890625,143,0,139,1
"FT0431",455.20535722731,455.133147824151,455.24478780835,338.439910888672,258.825531005859,393.222198486328,377,0,164,1
"FT0432",456.117073481392,456.114316724871,456.245736968058,281.967666625977,245.791534423828,420.483184814453,244,0,158,1
"FT0433",457.1328041958,457.044327974221,457.242917396353,210.578224182129,113.307586669922,288.043762207031,394,0,162,1
"FT0434",458.957547270146,458.95599593773,458.99070124333,42.7457695007324,27.5649642944336,133.884643554688,156,0,130,1
"FT0435",459.216368655695,459.204738241984,459.224406038572,586.733154296875,501.778076171875,595.076721191406,349,0,164,1
"FT0436",459.255820448914,459.199506103296,459.291032555056,376.902374267578,285.474884033203,394.772552490234,230,0,160,1
"FT0437",460.981486507349,460.949860210651,461.003111515922,36.3326015472412,27.3200778961182,128.108963012695,166,0,131,1
"FT0438",461.16592300241,461.110916217404,461.238982089169,247.656005859375,103.848159790039,411.760314941406,621,0,173,1
"FT0439",461.045783553492,461.013354813164,461.237352923134,28.2650012969971,24.6229190826416,94.6593017578125,175,0,168,1
"FT0440",462.169280337197,462.165942444395,462.242770271524,247.699760437012,240.156097412109,411.42236328125,198,0,159,1
"FT0441",463.043451608241,462.980305401003,463.111153053409,28.2875328063965,24.4172992706299,96.0696487426758,180,0,156,1
"FT0442",463.218360895962,463.086054925575,463.254748375995,293.582183837891,101.476295471191,455.2841796875,695,0,165,1
"FT0443",465.231355697469,465.139545817926,465.233750345291,396.108032226562,344.703704833984,451.216918945312,289,0,165,1
"FT0444",465.101458201889,465.013981304574,465.234667152026,244.608612060547,73.1497039794922,305.921752929688,240,0,134,1
"FT0445",469.226551010452,469.132483727621,469.261909863862,336.848754882812,148.588073730469,441.746459960938,789,0,170,1
"FT0446",470.230878607572,470.131610222411,470.265287277207,359.644897460938,267.517974853516,441.746459960938,388,0,166,1
"FT0447",471.192802491361,471.069020409089,471.233890915853,257.954330444336,112.340934753418,300.565826416016,402,0,169,1
"FT0448",471.231427372765,471.103799307319,471.256461832363,369.040710449219,317.702026367188,415.13134765625,236,0,162,1
"FT0449",471.07455787195,471.069060362066,471.206929510174,28.265944480896,26.8045616149902,109.750259399414,172,0,167,1
"FT0450",472.206399357274,472.187329111566,472.278331155209,257.382080078125,211.737777709961,261.127105712891,196,0,135,1
"FT0451",473.144025270336,473.142368204837,473.24392537549,372.82975769043,371.220001220703,442.72802734375,166,0,163,1
"FT0452",473.124970096653,473.070359629975,473.248408900247,259.722625732422,83.3024139404297,283.092315673828,203,0,159,1
"FT0453",474.261483272708,474.259748415399,474.263095089608,601.599029541016,591.567626953125,615.385925292969,280,0,165,1
"FT0454",475.129706233021,475.086354763639,475.180743095627,32.9610157012939,28.4480094909668,128.672088623047,296,0,171,1
"FT0455",475.264545958024,475.262818916579,475.266645466962,601.206726074219,591.567626953125,615.385925292969,194,0,161,1
"FT0456",476.132585069357,476.089800756068,476.166253086076,32.7673187255859,28.6004867553711,125.552070617676,256,0,170,1
"FT0457",476.276710125541,476.132261169232,476.278376059325,640.3076171875,599.773986816406,716.779296875,265,0,166,1
"FT0458",476.966205871619,476.856116904081,477.000733249885,36.3640213012695,26.3007335662842,129.227447509766,262,0,169,1
"FT0459",477.197203542111,477.13294255212,477.281075361836,313.411254882812,254.085815429688,395.402587890625,224,0,159,1
"FT0460",477.280131952618,477.210521206849,477.282096123492,640.208160400391,504.082,663.265869140625,228,0,153,1
"FT0461",477.135283325255,477.132049560547,477.199612928417,32.6380653381348,28.2137908935547,110.391006469727,157,0,140,1
"FT0462",477.160082242563,477.135191136696,477.280322542815,184.755958557129,122.351999084473,244.762542724609,150,0,136,1
"FT0463",481.256576742687,481.255254892903,481.257881032105,706.986938476562,689.992858886719,744.770986816406,337,1,167,1
"FT0464",482.259569428761,482.2581646801,482.260924620436,704.709594726562,689.992858886719,744.770986816406,307,0,165,1
"FT0465",483.2706798682,483.241886348609,483.272753695885,728.786376953125,692.943786621094,818.7021484375,517,0,166,1
"FT0466",483.151841849626,483.136383749719,483.271805108976,353.192687988281,211.788970947266,437.803894042969,320,0,181,1
"FT0467",484.27465446254,484.262671494643,484.276565746155,729.463439941406,698.069091796875,751.086730957031,358,0,163,1
"FT0468",485.185879488789,485.044828311057,485.237827888693,218.112800598145,27.7586078643799,273.151763916016,402,0,172,1
"FT0469",485.225539947269,485.175113007134,485.275773782785,415.737258911133,325.000671386719,455.471466064453,396,0,167,1
"FT0470",485.274522329901,485.272935501057,485.281119682868,581.347229003906,543.597999084473,605.18999609375,267,0,167,1
"FT0471",486.277570830633,486.275598454087,486.27947680503,581.038208007812,575.144897460938,593.8095703125,230,0,165,1
"FT0472",486.180157886331,486.177237656189,486.278917508747,217.786087036133,124.35034942627,267.441040039062,172,0,150,1
"FT0473",487.21846669005,487.158120869677,487.253635678332,452.689819335938,399.681579589844,462.725999084473,165,0,131,1
"FT0474",487.279967677713,487.251092519981,487.291733602102,622.885864257812,579.340026855469,667.900939941406,464,0,163,1
"FT0475",491.141105175567,491.081811554217,491.240565487354,235.359748840332,110.94490814209,416.13818359375,550,0,166,1
"FT0476",493.228186161989,493.180901381283,493.263913109132,376.046295166016,220.426010131836,455.00048828125,412,0,166,1
"FT0477",494.230992941815,494.226837158203,494.265897923302,369.637176513672,365.242797851562,443.708374023438,231,0,147,1
"FT0478",495.256874219907,495.201285443628,495.29079614015,409.687545776367,353.963348388672,492.686401367188,288,0,165,1
"FT0479",497.258942524339,497.16475627995,497.295083238559,440.908493041992,322.319793701172,459.094421386719,284,0,167,1
"FT0480",499.25267138665,499.177515452719,499.28993532815,381.434234619141,338.727294921875,474.886627197266,485,0,166,1
"FT0481",499.236910506041,499.177147259571,499.362275031555,271.733139038086,191.385999084473,286.682678222656,310,0,167,1
"FT0482",500.241463654734,500.175902271506,500.25653415819,272.063293457031,259.715087890625,463.535430908203,276,0,163,1
"FT0483",500.918633087458,500.916300930616,500.953969636666,23.9220485687256,23.325834274292,24.8740673065186,163,0,163,1
"FT0484",501.269667444573,501.260940042866,501.272324614625,455.349822998047,381.18603515625,466.213409423828,147,0,134,1
"FT0485",501.919576759155,501.901978688743,501.955627258647,23.9345483779907,23.325834274292,31.418399810791,168,0,159,1
