"","mz","rt","n_samples"
"FT0627",609.146508685251,270.225952148438,261
"FT0628",609.302726376161,376.412017822266,261
"FT0629",610.150074193376,270.227966308594,261
"FT0630",613.081475398016,230.540420532227,261
"FT0631",615.193078575021,241.297134399414,261
"FT0632",615.213708601408,159.001106262207,261
"FT0633",617.173943894335,233.687927246094,261
"FT0634",623.271900292247,720.383758544922,261
"FT0635",624.878774733717,1085.76098632812,261
"FT0636",625.142708682723,242.668426513672,261
"FT0637",625.306578022712,310.131652832031,261
"FT0638",626.145173662878,242.409049987793,261
"FT0639",627.299656896083,653.930786132812,261
"FT0640",627.228669371631,286.968902587891,261
"FT0641",630.301807104085,605.043212890625,261
"FT0642",630.877731669013,23.8517017364502,261
"FT0643",631.878826119116,23.8513669967651,261
"FT0644",632.31800790758,644.251953125,261
"FT0645",632.876557434236,23.8844909667969,261
"FT0646",633.201242265606,234.586669921875,261
"FT0647",640.867982814023,1087.14074707031,261
"FT0648",643.305262447754,437.917053222656,261
"FT0649",643.307629203736,357.626602172852,261
"FT0650",643.809915469699,437.559097290039,261
"FT0651",645.203751382766,243.670135498047,261
"FT0652",645.256283277505,636.532348632812,261
"FT0653",646.855622537814,23.8518524169922,261
"FT0654",647.29365977286,357.079376220703,261
"FT0655",647.327584540926,530.2734375,261
"FT0656",647.219256946495,187.579284667969,261
"FT0657",648.29783295653,357.188385009766,261
"FT0658",648.855838571916,24.1943063735962,261
"FT0659",650.297752144196,333.469848632812,261
"FT0660",650.799659096602,333.630401611328,261
"FT0661",650.985057957823,42.4425239562988,261
"FT0662",651.304855988763,349.846405029297,261
"FT0663",651.806996899039,350.119247436523,261
"FT0664",652.307700525405,350.134643554688,261
"FT0665",653.172963892874,296.083953857422,261
"FT0666",655.369950656204,425.429107666016,261
"FT0667",656.885071457105,1084.73742675781,261
"FT0668",657.220686383662,389.740737915039,261
"FT0669",657.385289404917,418.597259521484,261
"FT0670",657.887188792635,1085.08679199219,261
"FT0671",658.156340205971,178.815010070801,261
"FT0672",658.222952144262,389.8330078125,261
"FT0673",658.295045768312,326.371353149414,261
"FT0674",658.878504934655,1085.42504882812,261
"FT0675",659.181846569177,177.050811767578,261
"FT0676",659.232260267208,389.817367553711,261
"FT0677",659.375998662496,1085.7509765625,261
"FT0678",659.299886565398,444.602813720703,261
"FT0679",660.862700011447,1086.09692382812,261
"FT0680",663.157129212039,239.58219909668,261
"FT0681",669.384983944005,453.691833496094,261
"FT0682",671.272219271266,257.765991210938,261
"FT0683",671.400119110091,433.726104736328,261
"FT0684",673.220665187401,427.142532348633,261
"FT0685",674.860679979235,1087.09875488281,261
"FT0686",675.359689836988,595.510101318359,261
"FT0687",675.26765321078,355.073303222656,261
"FT0688",676.270117685484,355.345550537109,261
"FT0689",676.363216729495,595.549986816406,261
"FT0690",677.283461477395,342.050720214844,261
"FT0691",677.23004947305,229.890716552734,261
"FT0692",678.286343534375,342.018707275391,261
"FT0693",678.232533087227,230.228790283203,261
"FT0694",679.189130950553,193.279136657715,261
"FT0695",679.28823183776,342.174285888672,261
"FT0696",681.240129916822,232.028472900391,261
"FT0697",681.296294518379,910.28125,261
"FT0698",682.243296299967,231.914566040039,261
"FT0699",683.253193892327,232.99201965332,261
"FT0700",683.305439704013,530.294006347656,261
"FT0701",684.256579617759,233.240074157715,261
"FT0702",690.880099458229,1085.36315917969,261
"FT0703",691.320449252686,375.366973876953,261
"FT0704",691.381210255223,1084.90954589844,261
"FT0705",692.320394113328,374.344360351562,261
"FT0706",692.868380038549,1085.7568359375,261
"FT0707",693.334743042151,530.929382324219,261
"FT0708",693.369834510578,1086.09680175781,261
"FT0709",693.277939014613,334.430633544922,261
"FT0710",694.337963146963,530.929382324219,261
"FT0711",694.280866066135,315.536026000977,261
"FT0712",695.341957829389,544.656158447266,261
"FT0713",695.184147488093,188.703132629395,261
"FT0714",695.277954911019,306.97900390625,261
"FT0715",696.35134712729,565.707092285156,261
"FT0716",697.199416444018,186.268966674805,261
"FT0717",699.381440296331,657.321899414062,261
"FT0718",700.385122448922,657.271301269531,261
"FT0719",701.386644935535,657.283386230469,261
"FT0720",707.183761238894,189.928726196289,261
"FT0721",707.293463192535,339.445693969727,261
"FT0722",708.187276898852,191.137023925781,261
"FT0723",708.296543704955,339.049713134766,261
"FT0724",709.189289538257,191.796722412109,261
"FT0725",709.291961125042,303.637710571289,261
"FT0726",710.192195721854,190.948486328125,261
"FT0727",710.275975512834,303.280075073242,261
"FT0728",711.214364350906,256.441638793945,261
"FT0729",711.395100767206,303.472961425781,261
"FT0730",711.337315511007,596.741271972656,261
"FT0731",712.218119319296,263.432342529297,261
"FT0732",713.192143136724,261.502044677734,261
"FT0733",715.235113549071,263.149322509766,261
"FT0734",716.238849302319,263.011322021484,261
"FT0735",717.330615716416,307.834228515625,261
"FT0736",719.242263266616,210.14347076416,261
"FT0737",721.366561426217,597.634155273438,261
"FT0738",721.198518839288,200.298263549805,261
"FT0739",722.369291526927,596.800659179688,261
"FT0740",723.232616871707,225.171531677246,261
"FT0741",723.374008612396,610.752136230469,261
"FT0742",724.287892121531,224.865608215332,261
"FT0743",724.382157794347,632.245849609375,261
"FT0744",724.874316579631,1085.08898925781,261
"FT0745",725.200565933624,224.779327392578,261
"FT0746",725.376225079393,1085.09948730469,261
"FT0747",725.267558848699,451.347625732422,261
"FT0748",725.388468157474,634.246887207031,261
"FT0749",725.876311713907,1085.089,261
"FT0750",726.866459324407,1085.43933105469,261
"FT0751",727.194814257861,153.623107910156,261
"FT0752",727.364153153748,1085.76098632812,261
"FT0753",728.159790127598,160.411590576172,261
"FT0754",728.851377040388,1087.06274414062,261
"FT0755",729.166195805015,195.133491516113,261
"FT0756",735.215927756816,240.412818908691,261
"FT0757",736.219182998466,240.633575439453,261
"FT0758",737.360970783367,477.871322631836,261
"FT0759",738.363472363621,477.782180786133,261
"FT0760",739.249310811808,223.257598876953,261
"FT0761",740.281373179706,223.151313781738,261
"FT0762",741.263671465753,234.228729248047,261
"FT0763",742.26015568334,220.083168029785,261
"FT0764",742.849254047807,1087.44177246094,261
"FT0765",751.209971345803,207.054748535156,261
"FT0766",753.282781933066,247.355331420898,261
"FT0767",755.207791271398,247.940544128418,261
"FT0768",756.207926595824,248.004203796387,261
"FT0769",758.868645580783,1086.43310546875,261
"FT0770",759.369954955938,1085.39532470703,261
"FT0771",759.274113750942,264.157989501953,261
"FT0772",759.87029569955,1084.75305175781,261
"FT0773",760.856152205175,1085.76062011719,261
"FT0774",760.836807466716,23.5618648529053,261
"FT0775",761.20739513749,251.990623474121,261
"FT0776",761.358825439886,1085.76086425781,261
"FT0777",761.322845629101,530.230377197266,261
"FT0778",761.837745019883,23.5639419555664,261
"FT0779",762.211357387179,251.676834106445,261
"FT0780",762.325734209669,529.974243164062,261
"FT0781",762.836363606591,23.5617990493774,261
"FT0782",765.226719453574,242.986785888672,261
"FT0783",766.232834297374,243.300827026367,261
"FT0784",769.208430563484,219.786804199219,261
"FT0785",771.232948853613,232.17951965332,261
"FT0786",772.204866212985,232.268890380859,261
"FT0787",773.247980981015,231.542861938477,261
"FT0788",774.284010395981,252.655227661133,261
"FT0789",775.287136720237,252.344772338867,261
"FT0790",776.844250731584,1087.40808105469,261
"FT0791",779.475748424145,649.876892089844,261
"FT0792",780.498818576274,622.716674804688,261
"FT0793",783.279043077622,244.611366271973,261
"FT0794",784.30264420044,244.236001220703,261
"FT0795",785.251196806945,186.10969543457,261
"FT0796",787.247227386056,267.513702392578,261
"FT0797",789.354441398301,598.195617675781,261
"FT0798",790.357155915985,598.076263427734,261
"FT0799",791.369650359421,633.346862792969,261
"FT0800",792.862282766079,1093.48760986328,261
"FT0801",793.364188428958,1085.39965820312,261
"FT0802",793.865097472226,1085.12329101562,261
"FT0803",794.85471222168,1085.42602539062,261
"FT0804",795.352471443302,1086.06062609863,261
"FT0805",795.237181671566,244.667984008789,261
"FT0806",795.490706647965,593.810485839844,261
"FT0807",796.242132126501,245.003997802734,261
"FT0808",796.839571775293,1086.76904296875,261
"FT0809",799.348983668097,280.328552246094,261
"FT0810",801.191941000409,294.736968994141,261
"FT0811",803.372915942683,420.692596435547,261
"FT0812",805.33170778833,388.521270751953,261
"FT0813",807.527666913136,651.652404785156,261
"FT0814",808.530447834029,651.396148681641,261
"FT0815",809.344913510586,265.301910400391,261
"FT0816",810.837561907697,1087.4423828125,261
"FT0817",812.542565225703,645.807922363281,261
"FT0818",817.386417560465,224.185668945312,261
"FT0819",821.327124590467,389.069595336914,261
"FT0820",826.856127979075,1094.27429199219,261
"FT0821",827.358147271386,1085.42498779297,261
"FT0822",827.858116450476,1084.75573730469,261
"FT0823",828.844328710752,1085.44073486328,261
"FT0824",829.346177842937,1086.06835479736,261
"FT0825",831.281428801168,263.821502685547,261
"FT0826",839.276037847925,236.943412780762,261
"FT0827",840.278527438997,217.911949157715,261
"FT0828",843.480049595823,773.480895996094,261
"FT0829",843.370575051797,376.683197021484,261
"FT0830",844.373585979992,376.409484863281,261
"FT0831",844.832079590972,1087.76330566406,261
"FT0832",859.360908749937,318.933776855469,261
"FT0833",860.363733499525,318.942443847656,261
"FT0834",860.850510332005,1093.40454101562,261
"FT0835",861.351532453966,1085.76477050781,261
"FT0836",861.853093743696,1085.0888671875,261
"FT0837",862.842408737568,1085.42504882812,261
"FT0838",863.340232758678,1086.097,261
"FT0839",864.828489620628,1087.09118652344,261
"FT0840",869.497740826118,769.030059814453,261
"FT0841",873.449540433368,303.606643676758,261
"FT0842",874.453678343112,272.888305664062,261
"FT0843",877.63052115521,832.050842285156,261
"FT0844",878.634479441371,832.054016113281,261
"FT0845",878.824893827192,1087.76434326172,261
"FT0846",887.226972784218,231.03003692627,261
"FT0847",891.480220581505,693.767211914062,261
"FT0848",892.483982467858,692.167877197266,261
"FT0849",893.486686596953,691.864837646484,261
"FT0850",894.487345763765,362.614547729492,261
"FT0851",894.844206199436,1094.2734375,261
"FT0852",895.345394799954,1086.18389892578,261
"FT0853",895.490521129132,362.950988769531,261
"FT0854",895.511783258291,752.547119140625,261
"FT0855",895.845660485735,1085.08190917969,261
"FT0856",896.50420308612,363.631896972656,261
"FT0857",896.515270566984,752.47216796875,261
"FT0858",896.832001363948,1085.75524902344,261
"FT0859",897.334959338403,1085.76098632812,261
"FT0860",897.506786069718,363.949249267578,261
"FT0861",898.509659678733,363.886260986328,261
"FT0862",899.511914584356,363.924163818359,261
"FT0863",900.513554207118,363.645782470703,261
"FT0864",910.481739165834,330.315490722656,261
"FT0865",911.483685814574,340.730056762695,261
"FT0866",912.496521215766,358.905517578125,261
"FT0867",912.819311154672,1087.76513671875,261
"FT0868",913.243704808982,282.238693237305,261
"FT0869",913.500280368459,360.126708984375,261
"FT0870",913.462823224507,691.564514160156,261
"FT0871",914.466133971513,691.527374267578,261
"FT0872",914.504009202863,359.959091186523,261
"FT0873",915.506597493916,359.894444274902,261
"FT0874",917.493725007057,753.18603515625,261
"FT0875",918.496876393427,753.399841308594,261
"FT0876",919.834413745303,1085.76123046875,261
"FT0877",926.475496174908,305.27131652832,261
"FT0878",927.500965007639,701.038452148438,261
"FT0879",927.474254071082,305.415405273438,261
"FT0880",928.5052464795,700.766754150391,261
"FT0881",928.479479266077,321.434448242188,261
"FT0882",928.838224578471,1093.89282226562,261
"FT0883",929.339585222484,1085.76153564453,261
"FT0884",929.476747626973,417.705520629883,261
"FT0885",929.507084719296,700.605285644531,261
"FT0886",929.839819896009,1085.43115234375,261
"FT0887",930.480158259383,417.672119140625,261
"FT0888",930.829315635976,1085.42504882812,261
"FT0889",931.328872946887,1085.43627929688,261
"FT0890",931.399165038455,533.488001220703,261
"FT0891",932.402684807037,533.329528808594,261
"FT0892",932.815903218334,1087.10400390625,261
"FT0893",945.47105737666,410.40397644043,261
"FT0894",946.474171221893,410.456497192383,261
"FT0895",946.813113149654,1087.49060058594,261
"FT0896",947.248068619712,283.927429199219,261
"FT0897",948.251635983228,283.96614074707,261
"FT0898",949.484340577755,701.305007446289,261
"FT0899",953.829125019605,1085.76098632812,261
"FT0900",960.392358339246,408.024841308594,261
"FT0901",961.396149965466,408.06689453125,261
"FT0902",961.566668509122,696.482482910156,261
"FT0903",962.570133629741,696.329895019531,261
"FT0904",962.831060642249,1094.73547363281,261
"FT0905",963.333720919279,1086.37768554688,261
"FT0906",963.481217955819,349.884368896484,261
"FT0907",963.525863389975,700.404266357422,261
"FT0908",963.831266658873,1085.08770751953,261
"FT0909",964.527126660692,701.445739746094,261
"FT0910",964.486121896361,364.986053466797,261
"FT0911",964.819629238111,1085.47052001953,261
"FT0912",965.530395985282,704.088134765625,261
"FT0913",971.561463294782,580.703369140625,261
"FT0914",972.564358454891,580.702026367188,261
"FT0915",973.56650764176,580.701232910156,261
"FT0916",974.569788756875,580.699340820312,261
"FT0917",977.258774600192,278.228317260742,261
"FT0918",980.484651706861,359.532318115234,261
"FT0919",980.806697065343,1087.46520996094,261
"FT0920",985.506945441899,704.080139160156,261
"FT0921",985.575745798241,596.172607421875,261
"FT0922",986.578973572218,596.160608642578,261
"FT0923",987.821804726267,1085.42614746094,261
"FT0924",991.476670143388,338.113052368164,261
"FT0925",993.254201251141,241.657287597656,261
"FT0926",996.824953651851,1094.18829345703,261
"FT0927",997.326942440554,1086.03149414062,261
"FT0928",997.826949000425,1085.76110839844,261
"FT0929",998.817352245581,1085.08898925781,261
"FT0930",1000.80293402505,1087.11108398438,261
"FT0931",1007.53610699979,582.030578613281,261
"FT0932",1008.53992071084,582.3818359375,261
"FT0933",1009.53710829464,582.032775878906,261
"FT0934",1014.80196301072,1087.44104003906,261
"FT0935",1017.56714700744,580.697631835938,261
"FT0936",1018.57053945149,580.701293945312,261
"FT0937",1019.57318464397,580.6826171875,261
"FT0938",1019.57203781031,661.137817382812,261
"FT0939",1019.504929724,343.264419555664,261
"FT0940",1020.57557958782,580.367614746094,261
"FT0941",1021.58102341824,621.519775390625,261
"FT0942",1021.81592069842,1085.43334960938,261
"FT0943",1027.62237684329,652.975023803711,261
"FT0944",1028.62647606043,652.957092285156,261
"FT0945",1029.62719366899,653.173706054688,261
"FT0946",1030.81889656977,1094.62719726562,261
"FT0947",1031.32068846656,1085.76220703125,261
"FT0948",1031.81769785133,1085.08905566406,261
"FT0949",1032.80752315731,1085.7509765625,261
"FT0950",1035.50204981861,331.44367980957,261
"FT0951",1036.50617679943,273.407135009766,261
"FT0952",1037.50732891946,272.892929077148,261
"FT0953",1042.14728352557,1085.09838867188,261
"FT0954",1048.597205555,604.068969726562,261
"FT0955",1048.79486024947,1087.41857910156,261
"FT0956",1055.8098223969,1085.42504882812,261
"FT0957",1061.28023031361,198.036674499512,261
"FT0958",1061.78226765484,197.959762573242,261
"FT0959",1062.28384805523,197.966506958008,261
"FT0960",1062.78441582314,197.959594726562,261
"FT0961",1063.28659209569,197.968170166016,261
"FT0962",1063.59855455647,652.905700683594,261
"FT0963",1064.28803282146,191.301536560059,261
"FT0964",1064.60203086883,652.944470703125,261
"FT0965",1064.81196881561,1094.50787353516,261
"FT0966",1065.31384736079,1085.761,261
"FT0967",1065.59880002841,652.633392333984,261
"FT0968",1065.54850259138,344.468811035156,261
"FT0969",1065.8146363232,1086.23468017578,261
"FT0970",1066.80409722264,1085.40588378906,261
"FT0971",1067.25668083908,231.766754150391,261
"FT0972",1068.25910273035,231.859649658203,261
"FT0973",1069.26048315541,231.904083251953,261
"FT0974",1070.26355982157,231.922790527344,261
"FT0975",1073.62777517098,653.251831054688,261
"FT0976",1074.6312985847,653.058410644531,261
"FT0977",1075.6342462816,652.950927734375,261
"FT0978",1076.63694373183,652.947448730469,261
"FT0979",1078.64522456308,656.603118896484,261
"FT0980",1079.63300195159,605.414794921875,261
"FT0981",1080.63535066467,604.886901855469,261
"FT0982",1082.78895182745,1087.10461425781,261
"FT0983",1083.66269203692,644.190216064453,261
"FT0984",1085.55248838359,584.730895996094,261
"FT0985",1086.55494319758,584.627868652344,261
"FT0986",1087.47330523064,1085.76696777344,261
"FT0987",1089.80369845022,1085.42602539062,261
"FT0988",1091.52850455628,371.225952148438,261
"FT0989",1092.53456495519,371.07861328125,261
"FT0990",1093.53763990508,371.267471313477,261
"FT0991",1098.8057894946,1095.16790771484,261
"FT0992",1099.30788354394,1085.41949462891,261
"FT0993",1099.80468379072,1085.35943603516,261
"FT0994",1100.79455623589,1085.44000244141,261
"FT0995",1107.51805371799,364.624084472656,261
"FT0996",1110.13629738627,1092.81762695312,261
"FT0997",1123.46429256984,315.554000854492,261
"FT0998",1123.79631828246,1085.42504882812,261
"FT0999",1124.59136020484,338.084991455078,261
"FT1000",1126.79642873246,1085.42510986328,261
"FT1001",1132.79957675411,1095.65673828125,261
"FT1002",1133.30157192865,1086.81030273438,261
"FT1003",1133.48514890248,341.768447875977,261
"FT1004",1133.80169240392,1086.08288574219,261
"FT1005",1134.48816331703,341.696060180664,261
"FT1006",1134.79090569394,1085.76098632812,261
"FT1007",1141.61437011973,653.970153808594,261
"FT1008",1142.62063647908,654.369201660156,261
"FT1009",1149.45947641852,1085.09008789062,261
"FT1010",1150.62894015901,600.425964355469,261
"FT1011",1155.46073921672,1096.96435546875,261
"FT1012",1157.79014966116,1085.42492675781,261
"FT1013",1161.6437902076,594.061889648438,261
"FT1014",1162.64647898833,594.064208984375,261
"FT1015",1163.65040157576,594.006713867188,261
"FT1016",1166.79287166907,1095.28668212891,261
"FT1017",1167.29451009622,1092.60803222656,261
"FT1018",1167.79257056328,1085.75158691406,261
"FT1019",1168.78251005454,1085.76098632812,261
"FT1020",1172.12205619631,1085.72357177734,261
"FT1021",1178.12397337139,1096.87701416016,261
"FT1022",1178.45879678644,1097.52185058594,261
"FT1023",1191.78386230893,1085.40307617188,261
"FT1024",1194.78317547598,1085.56629956055,261
"FT1025",1200.78734414655,1095.900390625,261
"FT1026",1201.2878625606,1092.99523925781,261
"FT1027",1201.7890529831,1092.8515625,261
"FT1028",1202.77787494114,1085.79992675781,261
"FT1029",1207.64969569095,594.083312988281,261
"FT1030",1208.65231238979,594.075256347656,261
"FT1031",1209.65568337386,594.089477539062,261
"FT1032",1210.65870499161,594.082336425781,261
"FT1033",1213.69571950813,655.941253662109,261
"FT1034",1214.69967673596,655.957275390625,261
"FT1035",1223.44872838799,1097.18041992188,261
"FT1036",1225.77793600346,1085.42504882812,261
"FT1037",1234.77977516824,1095.90319824219,261
"FT1038",1235.28199442332,1092.6142578125,261
"FT1039",1235.78014327974,1087.80529785156,261
"FT1040",1238.3278637671,197.967468261719,261
"FT1041",1238.68075269408,604.231964111328,261
"FT1042",1238.82960856089,197.960052490234,261
"FT1043",1239.33114465781,197.961037414551,261
"FT1044",1239.58007451645,340.930145263672,261
"FT1045",1239.83224843905,197.960060119629,261
"FT1046",1240.33441893062,197.954437255859,261
"FT1047",1246.11212493986,1097.18609619141,261
"FT1048",1253.58107635831,346.829467773438,261
"FT1049",1259.77127514706,1085.42602539062,261
"FT1050",1262.77136957646,1085.76098632812,261
"FT1051",1268.77462855683,1096.25085449219,261
"FT1052",1269.27532234395,1094.63312536621,261
"FT1053",1269.77630455952,1096.84924316406,261
"FT1054",1291.43696635727,1097.46752929688,261
"FT1055",1293.76523422124,1085.4248046875,261
"FT1056",1302.76747453267,1096.27239990234,261
"FT1057",1303.2695964611,1096.50500488281,261
"FT1058",1303.76855780295,1096.17608642578,261
"FT1059",1308.09472223103,1085.50238037109,261
"FT1060",1314.10029980165,1097.48022460938,261
"FT1061",1320.73117093001,368.706390380859,261
"FT1062",1321.8408466247,652.177642822266,261
"FT1063",1322.84335009551,652.183197021484,261
"FT1064",1327.7591027525,1085.76098632812,261
"FT1065",1330.75856920111,1086.43298339844,261
"FT1066",1336.76062262813,1096.61791992188,261
"FT1067",1337.26197340146,1096.84539794922,261
"FT1068",1337.72147819394,691.965301513672,261
"FT1069",1337.76319822049,1097.18176269531,261
"FT1070",1341.66816673968,530.294067382812,261
"FT1071",1342.67230170731,530.294006347656,261
"FT1072",1351.72705586161,595.425018310547,261
"FT1073",1352.72976464478,595.422180175781,261
"FT1074",1353.73296045137,595.410400390625,261
"FT1075",1355.57386845998,342.293472290039,261
"FT1076",1356.57683609025,342.324371337891,261
"FT1077",1359.42517396496,1097.48876953125,261
"FT1078",1359.75861792528,1097.4951171875,261
"FT1079",1361.75291798582,1086.09008789062,261
"FT1080",1370.75449184781,1096.27893066406,261
"FT1081",1371.25672782888,1096.85009765625,261
"FT1082",1395.74612923257,1086.09692382812,261
"FT1083",1397.7325154684,595.4169921875,261
"FT1084",1398.73544569592,595.422180175781,261
"FT1085",1399.73825991816,595.411804199219,261
"FT1086",1400.74092919771,595.406311035156,261
"FT1087",1404.74900414319,1096.57934570312,261
"FT1088",1405.25054262062,1097.18591308594,261
"FT1089",1405.75304553619,1097.18627929688,261
"FT1090",1415.37543092599,197.924774169922,261
"FT1091",1415.87735088416,191.214828491211,261
"FT1092",1416.37819775621,191.778617858887,261
"FT1093",1416.87977006411,190.813262939453,261
"FT1094",1417.38053561498,191.560157775879,261
"FT1095",1429.73984414192,1086.09692382812,261
"FT1096",1438.7424405915,1096.84234619141,261
"FT1097",1457.84299075942,580.70361328125,261
"FT1098",1458.84597954188,580.702941894531,261
"FT1099",1459.84844790558,580.702941894531,261
"FT1100",1460.84990380494,580.70263671875,261
"FT1101",1472.73624381486,1096.8427734375,261
"FT1102",1503.84752212557,580.702941894531,261
"FT1103",1540.72536801832,1097.32452392578,261
"FT1104",1541.93447857897,652.951538085938,261
"FT1105",1542.9371038995,652.951843261719,261
"FT1106",1592.92441272868,190.571098327637,261
